Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
5 Oct 09,5076.05,5076.05,4991.95,5003.2,239335078,9807.7
6 Oct 09,5003.65,5034.7,4921.05,5027.4,367279763,12542.57
7 Oct 09,5031.7,5077,4972.95,4985.75,266221987,10939.13
8 Oct 09,5011.25,5043.05,4971.75,5002.25,294680002,12051.82
9 Oct 09,4993,5032.6,4934.55,4945.2,215439682,9481.39
12 Oct 09,4945.45,5068.05,4945.45,5054.25,187302253,8342.17
14 Oct 09,5054.35,5127.4,5054.35,5118.2,243364399,10025.05
15 Oct 09,5118.55,5152.25,5077.1,5108.85,258099954,9833.7
16 Oct 09,5108.65,5149.65,5093.2,5142.15,208175454,9471.33
20 Oct 09,5145.6,5181.95,5102.65,5114.45,199616623,8313.74
21 Oct 09,5114.85,5117.45,5051.65,5063.6,206631723,8374
22 Oct 09,5063.35,5064.25,4968.45,4988.6,219560144,8830.32
23 Oct 09,4986.55,5054.95,4983.25,4997.05,223335499,9106.05
26 Oct 09,4997.15,5033.75,4961.35,4970.9,201756762,7658.71
27 Oct 09,4970.55,4970.55,4829.5,4846.7,324126841,11514.15
28 Oct 09,4846.55,4867,4784.1,4826.15,291607710,10325.07
29 Oct 09,4826.1,4826.1,4738.4,4750.55,354052799,12068.69
30 Oct 09,4751.1,4853.65,4687.5,4711.7,321182346,11459.69
3 Nov 09,4712.25,4729.85,4538.5,4563.9,319392344,10141.77
4 Nov 09,4567.3,4717.8,4565,4710.8,342877732,9466.04
5 Nov 09,4711.65,4776.35,4610.6,4765.55,337186106,9405.39
6 Nov 09,4767.5,4836.2,4764.85,4796.15,279503737,8883.6
9 Nov 09,4796.15,4905.25,4789.9,4898.4,242563827,8196.63
10 Nov 09,4898.9,4947.7,4860.1,4881.7,273281602,10543.75
11 Nov 09,4882.3,5016.7,4870.05,5003.95,251115661,8792.44
12 Nov 09,5004.4,5014.4,4924.75,4952.65,282046035,9208.49
13 Nov 09,4952.35,5017.9,4942.65,4998.95,217419912,7494.31
16 Nov 09,4996.5,5073.2,4994,5058.05,218547707,7043.04
17 Nov 09,5058.95,5074,5010.15,5062.25,211034152,7812.63
18 Nov 09,5061.5,5079.3,5041.65,5054.7,204346736,8091.52
19 Nov 09,5043.95,5053.45,4963.7,4989,286198276,7711.46
20 Nov 09,4988.75,5063.3,4932.8,5052.45,289285202,8643.31
23 Nov 09,5052.95,5113.1,5052.1,5103.55,193875423,7446.11
24 Nov 09,5105,5112.85,5053.5,5090.55,201324276,7621.19
25 Nov 09,5091.55,5138,5078.35,5108.15,185171466,7277.12
26 Nov 09,5116.45,5116.45,4986.05,5005.55,250067337,9534.57
27 Nov 09,5005.05,5005.05,4806.7,4941.75,304958891,9312.59
30 Nov 09,4942.25,5066.35,4942.25,5032.7,299569170,8574.32
1 Dec 09,5039.7,5130.35,5038.85,5122,301878674,8492.32
2 Dec 09,5122.75,5161.75,5111.75,5123.25,284763865,9308.75
3 Dec 09,5124.55,5181,5106.6,5131.7,225726200,7683.05
4 Dec 09,5131.7,5161.8,5081.85,5108.9,207469832,6960.55
7 Dec 09,5108.85,5131.3,5051.55,5066.7,213116933,6588.43
8 Dec 09,5068.55,5152.55,5058.9,5147.95,222744006,7547.17
9 Dec 09,5147.65,5147.65,5090.6,5112,240039269,7722.75
10 Dec 09,5112.4,5146.45,5084.65,5134.65,212775673,7096.21
11 Dec 09,5136.05,5182.55,5088.4,5117.3,207026470,7248.57
14 Dec 09,5117.45,5156.7,5090.15,5105.7,171684929,6543.06
15 Dec 09,5105.75,5129.45,5018.25,5033.05,198962362,7220.77
16 Dec 09,5032.95,5067.25,5001.8,5042.05,202112014,7124.61
17 Dec 09,5046.65,5064.2,5013.15,5041.75,219465268,7063.39
18 Dec 09,5042,5043.4,4979.05,4987.7,199329425,6833.57
21 Dec 09,4983.65,4997.85,4943.95,4952.6,168156865,6022.7
22 Dec 09,4953.35,4997.3,4953.35,4985.85,164377140,5249.29
23 Dec 09,4990.05,5150.6,4990.05,5144.6,250734148,7599.02
24 Dec 09,5144.8,5197.9,5129.05,5178.4,202176013,6459.65
29 Dec 09,5180.75,5214.6,5175.85,5187.95,160527908,5480.14
30 Dec 09,5188.75,5197.05,5160.1,5169.45,147546797,4922.14
31 Dec 09,5171.2,5221.85,5168.75,5201.05,188092940,7236.94
4 Jan 10,5200.9,5238.45,5167.1,5232.2,148652424,6531.61
5 Jan 10,5277.15,5288.35,5242.4,5277.9,240844424,7969.62
6 Jan 10,5278.15,5310.85,5260.05,5281.8,216147837,7892.6
7 Jan 10,5281.8,5302.55,5244.75,5263.1,181246734,6890.99
8 Jan 10,5264.25,5276.75,5234.7,5244.75,201910800,7777.04
11 Jan 10,5263.8,5287.2,5227.8,5249.4,238011959,11080.55
12 Jan 10,5251.1,5300.5,5200.95,5210.4,206748015,8648.49
13 Jan 10,5212.6,5239.2,5169.55,5233.95,200774550,8430.48
14 Jan 10,5234.5,5272.85,5232.5,5259.9,171282618,7824.43
15 Jan 10,5259.9,5279.85,5242.45,5252.2,167242355,6927.87
18 Jan 10,5253.65,5292.5,5228.95,5274.85,153687597,6659.87
19 Jan 10,5274.2,5287.8,5218.65,5225.65,141424524,6197.52
20 Jan 10,5226.1,5256.7,5201.4,5221.7,167867201,7170.51
21 Jan 10,5220.2,5220.35,5085.45,5094.15,190009431,7943.76
22 Jan 10,5094.15,5094.15,4954.85,5036,270251977,10414.08
25 Jan 10,5034.55,5035.7,4983.05,5007.9,166405391,5714.17
27 Jan 10,5008.5,5008.5,4833.05,4853.1,274773820,9800.33
28 Jan 10,4863,4929.9,4824.95,4867.25,275868897,10614.04
29 Jan 10,4866.15,4893.7,4766,4882.05,265191792,10116.63
1 Feb 10,4882.05,4918.8,4827.15,4899.7,226819473,7255.33
2 Feb 10,4907.85,4951.15,4814.1,4830.1,235090748,7927.05
3 Feb 10,4831,4949.15,4831,4931.85,163105434,6448.29
4 Feb 10,4931.3,4931.3,4832.35,4845.35,167815142,6169.35
5 Feb 10,4819.65,4827,4692.35,4718.65,222362365,7609.87
8 Feb 10,4755.35,4799.05,4675.4,4760.4,205364363,6823.11
9 Feb 10,4760.55,4810.4,4739.35,4792.65,175452494,5819.47
10 Feb 10,4793,4826.85,4748.1,4757.2,185053448,6196.72
11 Feb 10,4757.25,4843.8,4757.25,4826.85,142638466,4917.21
15 Feb 10,4827.9,4845.6,4783.9,4801.95,153758927,5004.68
16 Feb 10,4801.8,4880,4791.35,4855.75,156011235,5240.97
17 Feb 10,4858.65,4929.7,4857.6,4914,176502266,6291.08
18 Feb 10,4915.1,4922.05,4873.7,4887.75,193513235,5763.98
19 Feb 10,4887.3,4887.3,4805.55,4844.9,194311305,5737.99
22 Feb 10,4849.35,4912.05,4845.9,4856.4,149362400,4591.6
23 Feb 10,4856.6,4884.1,4833.15,4870.05,129233916,4617.62
24 Feb 10,4869.55,4880.55,4834.65,4858.6,141213476,4842.23
25 Feb 10,4859,4880.15,4835.6,4859.75,179443119,6427.68
26 Feb 10,4858.5,4992,4858.45,4922.3,341137163,10987.94
2 Mar 10,4935.6,5029.45,4935.35,5017,233127111,8468.18
3 Mar 10,5015.8,5093.25,5015.1,5088.1,191791765,7375.98
4 Mar 10,5096.95,5096.95,5049,5080.25,205104948,6826.25
5 Mar 10,5080.55,5118.65,5068.05,5088.7,209604746,6307.8
8 Mar 10,5092.15,5147.1,5092.15,5124,187964711,7130.87
9 Mar 10,5121.05,5131.8,5094.35,5101.5,158734706,6364.07
10 Mar 10,5101.6,5137.4,5092.05,5116.25,167174523,6445.89
11 Mar 10,5116.35,5152.6,5102.1,5133.4,155698046,5500.07
12 Mar 10,5131.8,5158.1,5122.1,5137,152561763,5927.11
15 Mar 10,5134.45,5151.05,5101.2,5128.9,134878673,5301.12
16 Mar 10,5128.95,5209.25,5125.7,5198.1,120692486,5250.18
17 Mar 10,5198.45,5260.5,5177.15,5231.9,169767105,6291.05
18 Mar 10,5232.55,5255.65,5214.4,5245.9,160336720,5521.68
19 Mar 10,5246.8,5269.95,5237.1,5262.8,136871848,5558.7
22 Mar 10,5260.95,5260.95,5187.05,5205.2,130039411,5212.14
23 Mar 10,5205.85,5243.6,5193.4,5225.3,146479804,5673.78
25 Mar 10,5225.3,5267.3,5202.95,5260.4,207844844,9239.93
26 Mar 10,5260.55,5293.75,5260.55,5282,140965576,6366.38
29 Mar 10,5283.9,5329.55,5242.15,5302.85,132186441,6001.64
30 Mar 10,5302.95,5325,5251.35,5262.45,133483766,5629.19
31 Mar 10,5260.4,5293.9,5235.15,5249.1,147618695,6542.18
1 Apr 10,5249.2,5298.6,5249.2,5290.5,127773261,5365.11
5 Apr 10,5291.4,5377.55,5291.4,5368.4,132419861,5762.97
6 Apr 10,5369.65,5388.65,5351.7,5366,147051901,5746.95
7 Apr 10,5365.7,5399.65,5345.05,5374.65,166790249,6530.95
8 Apr 10,5376.3,5383.65,5290.25,5304.45,156785881,5830.63
9 Apr 10,5302.4,5377.45,5302.25,5361.75,154497751,6207.69
12 Apr 10,5354.15,5382.15,5324.9,5339.7,134901999,5502.8
13 Apr 10,5340.85,5356.5,5301.7,5322.95,126581805,7839.07
15 Apr 10,5323.3,5373.15,5265.3,5273.6,195013233,7702.54
16 Apr 10,5273.4,5283.05,5237.55,5262.6,151013525,5498.97
19 Apr 10,5279.05,5279.05,5160.9,5203.65,155321410,5791.22
20 Apr 10,5208.3,5257.25,5208.3,5230.1,199478130,7155.88
21 Apr 10,5230.3,5266.3,5230.3,5244.9,196901598,6577.43
22 Apr 10,5248.6,5331.8,5221.1,5269.35,180286076,8794.67
23 Apr 10,5269.65,5311.05,5269.65,5304.1,154120422,6935.25
26 Apr 10,5299.35,5342.35,5299.35,5322.45,127022478,5920.48
27 Apr 10,5322.1,5330.55,5301.4,5308.35,144428508,5684.75
28 Apr 10,5308.2,5308.25,5202.45,5215.45,178645117,6812.97
29 Apr 10,5215.25,5264.75,5214.8,5254.15,171683419,7264.42
30 Apr 10,5254.2,5294.8,5254.2,5278,152495257,6591.23
3 May 10,5278.4,5278.7,5210.05,5222.75,111445668,4663.49
4 May 10,5223.9,5250.15,5134.85,5148.5,145539730,5782.23
5 May 10,5148.35,5148.35,5056.5,5124.9,207679138,7373.72
6 May 10,5124.4,5124.9,5037.75,5090.85,192105707,6560.7
7 May 10,5072.3,5085.65,4984.6,5018.05,233345722,8765.29
10 May 10,5026.6,5203.3,5026.6,5193.6,191632764,7272.87
11 May 10,5189.75,5206.7,5126.5,5136.15,168751932,6431.69
12 May 10,5133.75,5172.85,5098.8,5156.65,187111358,6559.76
13 May 10,5157.55,5212.7,5147.95,5178.9,179378582,6054.24
14 May 10,5180.55,5192.75,5070.95,5093.5,144381001,6094.56
17 May 10,5093.9,5094.55,4966.25,5059.9,169306794,7203.31
18 May 10,5059.55,5105.2,5024.25,5066.2,137027239,6336.36
19 May 10,5065.1,5065.1,4908.15,4919.65,212950386,8688.71
20 May 10,4924.3,4980.25,4924.3,4947.6,197303335,7215.28
21 May 10,4946.7,4946.7,4842.3,4931.15,230483809,7363.95
24 May 10,4944.3,5029.55,4923.45,4943.95,184424844,6576.57
25 May 10,4945.3,4946.6,4786.45,4806.75,198187219,6759.02
26 May 10,4807.3,4925.45,4807.3,4917.4,221985114,7246.83
27 May 10,4915.15,5016.6,4897.6,5003.1,238270068,9374.65
28 May 10,5005.6,5077.25,5005.6,5066.55,187947940,6703.72
31 May 10,5076.1,5097.6,5038.55,5086.3,179398969,5600.69
1 Jun 10,5086.25,5086.95,4961.05,4970.2,183016039,6170.85
2 Jun 10,4970.75,5031.2,4967.05,5019.85,217930824,6768.12
3 Jun 10,5020.15,5125.7,5020.15,5110.5,174606394,5784.75
4 Jun 10,5112.6,5147.9,5091.6,5135.5,174561315,5755.15
7 Jun 10,5132.95,5132.95,5004.25,5034,175607171,5958.49
8 Jun 10,5036.7,5071.35,4967.3,4987.1,180656558,6149.81
9 Jun 10,4985.05,5050.6,4980.1,5000.3,199912934,6619.08
10 Jun 10,4999.6,5085.2,4997.6,5078.6,176853398,6038.85
11 Jun 10,5078.75,5139.05,5078.75,5119.35,198342050,7105.68
14 Jun 10,5120.15,5201.25,5120.15,5197.7,158831199,5616.24
15 Jun 10,5201.3,5231.45,5171.05,5222.35,218930465,6642.21
16 Jun 10,5225.05,5255.65,5214.9,5233.35,203727420,7283.62
17 Jun 10,5233.65,5285.55,5206.55,5274.85,189953720,7662.74
18 Jun 10,5274.95,5302.3,5245.5,5262.6,205198165,7934.71
21 Jun 10,5266.5,5366.75,5266.5,5353.3,186200103,6565.17
22 Jun 10,5353.95,5354.35,5311.05,5316.55,162043358,5453.37
23 Jun 10,5316.15,5333.3,5288.15,5323.15,150160458,5457.95
24 Jun 10,5323.25,5348.3,5284.55,5320.6,218787111,8902.73
25 Jun 10,5320.5,5320.5,5259.9,5269.05,164967805,6750.84
28 Jun 10,5271.1,5339.45,5270.75,5333.5,154140414,6284.06
29 Jun 10,5333.55,5334.15,5235.8,5256.15,158720263,5859.41
30 Jun 10,5254.25,5320.35,5210,5312.5,183722824,7083.92
1 Jul 10,5312.05,5312.55,5232.1,5251.4,141430947,5489.08
2 Jul 10,5251.25,5277.25,5225.6,5237.1,149979351,5158.26
5 Jul 10,5237,5252.75,5225.85,5235.9,100621413,3333.36
6 Jul 10,5236.1,5297.45,5231.5,5289.05,115506191,4290.4
7 Jul 10,5293.1,5296.75,5233.45,5241.1,132390232,4490.16
8 Jul 10,5242,5320.5,5242,5296.85,127297125,4878.49
9 Jul 10,5297.2,5359.05,5297.2,5352.45,216660647,6889.1
12 Jul 10,5352.25,5402.7,5351.6,5383,189500080,6566.28
13 Jul 10,5370.2,5406.2,5357.85,5400.65,226045986,7302.68
14 Jul 10,5402,5453.45,5371.7,5386.15,211034896,7700.69
15 Jul 10,5387.1,5399.2,5360.6,5378.75,155118828,6035.97
16 Jul 10,5376.65,5401.35,5374.4,5393.9,143220575,6261.44
19 Jul 10,5392.7,5409.1,5361.5,5386.45,116584791,4686.58
20 Jul 10,5387,5416.45,5353.6,5368,121626463,4136.6
21 Jul 10,5368.85,5409.1,5368.85,5399.35,122859037,4953.75
22 Jul 10,5399.15,5447.15,5372.2,5441.95,155995093,6239.12
23 Jul 10,5441.9,5477.5,5435.15,5449.1,165925947,6466.84
26 Jul 10,5446.55,5466.25,5409.2,5418.6,147330374,5545.74
27 Jul 10,5420.2,5450.95,5407.2,5430.6,155306187,7037.79
28 Jul 10,5436.1,5447.85,5386.25,5397.55,146938758,6793.67
29 Jul 10,5397.85,5415.85,5381.55,5408.9,162309098,7592.59
30 Jul 10,5408.4,5413.25,5349.2,5367.6,131797420,5934.09
2 Aug 10,5369.55,5438.85,5351.3,5431.65,104231289,5012.55
3 Aug 10,5432.5,5459.2,5426.4,5439.55,130727919,5577.95
4 Aug 10,5441.35,5481.9,5428.4,5467.85,120781454,5308.01
5 Aug 10,5470.15,5487.15,5443.1,5447.1,129638121,5375.93
6 Aug 10,5448.25,5471.9,5431.35,5439.25,116668077,4724.6
9 Aug 10,5439.8,5492.3,5433.25,5486.15,137005276,4943.58
10 Aug 10,5486.8,5491.45,5445.35,5460.7,164218108,6726.45
11 Aug 10,5460.7,5474.6,5412,5420.6,174632660,7684.14
12 Aug 10,5418.7,5431.1,5372.45,5416.45,172039387,7991.9
13 Aug 10,5420.65,5476.5,5415.5,5452.1,154913632,6503.15
16 Aug 10,5452.1,5465.25,5397.4,5418.3,189453492,6283.46
17 Aug 10,5422.15,5443.55,5408.8,5414.15,138282188,5458.34
18 Aug 10,5416.25,5487.95,5416.25,5479.15,154252402,6293.69
19 Aug 10,5478.25,5544.7,5478.1,5540.2,167740837,5669.59
20 Aug 10,5540.8,5546.6,5513.35,5530.65,144072389,5301.98
23 Aug 10,5531.15,5549.8,5519.4,5543.5,118735153,5263.58
24 Aug 10,5541.1,5547.25,5488.45,5505.1,139147479,5551.14
25 Aug 10,5505.3,5506.15,5452.55,5462.35,157764424,5517.95
26 Aug 10,5462.1,5486.55,5454.7,5477.9,186378293,7554.18
27 Aug 10,5489.6,5495.2,5391.95,5408.7,142325823,5450.83
30 Aug 10,5408.9,5469,5390.35,5415.45,113842559,4230.08
31 Aug 10,5413.55,5413.9,5348.9,5402.4,157131369,6686.31
1 Sep 10,5403.05,5478.6,5403.05,5471.85,144228489,5883.01
2 Sep 10,5471.9,5513.95,5471.85,5486.15,159665619,5066.31
3 Sep 10,5486.3,5510.4,5473.65,5479.4,146809469,4234.91
6 Sep 10,5479.55,5589.4,5479.55,5576.95,158938306,6388.26
7 Sep 10,5575.9,5625.5,5571.65,5604,177476993,6050.2
8 Sep 10,5604.25,5625.3,5567.75,5607.85,135333275,5689.78
9 Sep 10,5608.3,5647.45,5608.1,5640.05,138061072,6234.11
13 Sep 10,5639.2,5770.6,5639.2,5760,152799959,7515.79
14 Sep 10,5760.3,5838.45,5760.3,5795.55,188426968,8111.27
15 Sep 10,5795.25,5869.45,5792.2,5860.95,187206098,8805.82
16 Sep 10,5861.1,5901.65,5815.8,5828.7,192466127,7830.28
17 Sep 10,5828.7,5898.4,5828.7,5884.95,211380366,7874.33
20 Sep 10,5885.05,5989.5,5885.05,5980.45,193474676,7658.35
21 Sep 10,5980.5,6032.8,5961.85,6009.05,200950471,9035.72
22 Sep 10,6008.4,6037.4,5946.45,5991,170150328,8003
23 Sep 10,5991.05,6006.8,5932.4,5959.55,135577520,6114.32
24 Sep 10,5959.45,6029.1,5951.2,6018.3,176456881,7167.29
27 Sep 10,6018.3,6073.5,6018.3,6035.65,166773894,6621.37
28 Sep 10,6036.05,6049.8,5991.3,6029.5,170651346,6860.57
29 Sep 10,6029.15,6071.55,5979.65,5991.3,183154443,7028.59
30 Sep 10,5991.35,6048.45,5963.6,6029.95,217770233,9926.83
1 Oct 10,6030.3,6153.1,6030.3,6143.4,179173861,8626.97
4 Oct 10,6144.7,6222.1,6144.7,6159.45,184600423,7416.3
5 Oct 10,6159.45,6188.35,6118.05,6145.8,145235637,6398.72
6 Oct 10,6150.95,6223.4,6148.6,6186.45,152497661,6668.37
7 Oct 10,6186.85,6199.45,6107.5,6120.3,168880938,7191.88
8 Oct 10,6121.4,6148.6,6067,6103.45,134638713,6623.9
11 Oct 10,6105.95,6187.75,6105.95,6135.85,115776692,5662.74
12 Oct 10,6135.95,6144.95,6057.95,6090.9,109943866,5166.44
13 Oct 10,6091.45,6240.25,6089.75,6233.9,148662525,8169.71
14 Oct 10,6234.3,6284.1,6157.9,6177.35,128486390,6591.58
15 Oct 10,6175.9,6200.6,6050.35,6062.65,111058422,6512.52
18 Oct 10,6112.75,6115.1,5985.1,6075.95,138750722,7739.58
19 Oct 10,6114.45,6127.05,6008.15,6027.3,130458477,6428.48
20 Oct 10,6002.95,6038.1,5966.75,5982.1,105107009,5029.95
21 Oct 10,6008.9,6113.5,5984.9,6101.5,123101282,6706.58
22 Oct 10,6113.4,6121.1,6041.35,6066.05,109374888,5611.75
25 Oct 10,6101.25,6151.3,6094.6,6105.8,123118093,5936.95
26 Oct 10,6116.3,6120.25,6074.65,6082,113451560,6237.35
27 Oct 10,6075.45,6075.95,5987.55,6012.65,116710581,5892.65
28 Oct 10,6039.95,6071.1,5968.1,5987.7,228786632,11869.38
29 Oct 10,6021.15,6032.65,5937.1,6017.7,137878156,7152.22
1 Nov 10,6092.3,6132.4,6084.75,6117.55,128909525,6679.42
2 Nov 10,6127.55,6138.1,6094.4,6119,122092224,6081.21
3 Nov 10,6150.6,6182.5,6146.8,6160.5,111324417,5241.29
4 Nov 10,6209.6,6290.15,6199.35,6281.8,125032367,6442.42
8 Nov 10,6335.25,6335.9,6265.35,6273.2,153925612,6799.73
9 Nov 10,6281,6310.9,6243.55,6301.55,139822783,7037.06
10 Nov 10,6303.2,6307.65,6269.25,6275.7,125609850,6187.2
11 Nov 10,6286.35,6296.55,6179.5,6194.25,169295911,7013.98
12 Nov 10,6182.3,6202.5,6056.75,6071.65,155200157,7348.97
15 Nov 10,6079.9,6128.75,6039.4,6121.6,124265953,6436.93
16 Nov 10,6143.45,6144.05,5970.6,5988.7,139191484,7327.56
18 Nov 10,6075.95,6076.2,5906.75,5998.8,190221312,9720.83
19 Nov 10,6011.3,6013.25,5863.95,5890.3,150744322,7332.53
22 Nov 10,5920.9,6020.25,5905.15,6010,123423130,6138.02
23 Nov 10,5971.55,5973.35,5824.95,5934.75,158866285,7781.91
24 Nov 10,5946.8,5976.65,5833.6,5865.75,125846538,6608.67
25 Nov 10,5883.95,5907.1,5780.35,5799.75,371673464,12228.45
26 Nov 10,5828.55,5838.5,5690.35,5751.95,287201252,9841.53
29 Nov 10,5789.95,5843.15,5754.7,5830,155071028,6132.15
30 Nov 10,5811.6,5892.25,5768.35,5862.7,217959199,8862.2
1 Dec 10,5871,5971,5865.55,5960.9,173354997,7422.59
2 Dec 10,6023.05,6029.5,5980.6,6011.7,197376731,8206.15
3 Dec 10,6013.35,6025.4,5964.25,5992.8,165379301,6957.19
6 Dec 10,6033.65,6069.45,5981.7,5992.25,145317173,7255.47
7 Dec 10,5995.05,6001,5939.7,5976.55,145410821,7503.81
8 Dec 10,5954.4,5960,5878.6,5903.7,122572793,7342.58
9 Dec 10,5924.25,5927.3,5742.3,5766.5,169510906,8924.45
10 Dec 10,5761,5865.5,5721.15,5857.35,167487929,9006.74
13 Dec 10,5882.65,5913.8,5795.9,5907.65,138228657,6888.32
14 Dec 10,5928.7,5953.95,5888.75,5944.1,125296903,6074.88
15 Dec 10,5931.15,5942.75,5865.8,5892.3,126323113,7089.53
16 Dec 10,5910.55,5956.15,5855.05,5948.75,149826681,8378.96
20 Dec 10,5926.85,5985,5900.25,5947.05,121821490,7312.39
21 Dec 10,5960.4,6007.45,5960.05,6000.65,126542972,6485.84
22 Dec 10,6019,6023.8,5958,5984.4,118823292,5864.21
23 Dec 10,6005.9,6006.45,5964.6,5980,85460029,4301.17
24 Dec 10,5940.25,6017.35,5940.25,6011.6,123574629,4656.48
27 Dec 10,6013.3,6045.75,5991.1,5998.1,95958318,3459.44
28 Dec 10,6005.35,6010.9,5982.25,5996,90722187,3636.15
29 Dec 10,6005.15,6067.55,6002.85,6060.35,92994810,4053.2
30 Dec 10,6062.35,6106.4,6062.35,6101.85,194348266,7239.3
31 Dec 10,6105.1,6147.3,6103.55,6134.5,113754901,4945.21
3 Jan 11,6177.45,6178.55,6147.2,6157.6,96028639,4477.36
4 Jan 11,6172.75,6181.05,6124.4,6146.35,181727905,7678.55
5 Jan 11,6141.35,6141.35,6062.35,6079.8,139614193,6606.21
6 Jan 11,6107,6116.15,6022.3,6048.25,152338978,7050.18
7 Jan 11,6030.9,6051.2,5883.6,5904.6,171809106,8325.79
10 Jan 11,5901.3,5907.25,5740.95,5762.85,156945855,7920.38
11 Jan 11,5767.95,5842.6,5698.2,5754.1,161261704,8307.22
12 Jan 11,5800.05,5874.2,5711.3,5863.25,188116995,8709.68
13 Jan 11,5850.75,5857.75,5736.7,5751.9,175347539,8150.11
14 Jan 11,5752.1,5833.65,5639.65,5654.55,174568442,7372.1
17 Jan 11,5648.8,5696.15,5624.15,5654.75,148497108,6417.27
18 Jan 11,5682.55,5730.5,5671.25,5724.05,141008889,6160.38
19 Jan 11,5737.35,5747.65,5662.55,5691.05,146719934,6694.79
20 Jan 11,5656,5729.45,5634.5,5711.6,130496983,6947.7
21 Jan 11,5692.05,5717.55,5674.5,5696.5,119990780,6083.61
24 Jan 11,5717.1,5756,5697.75,5743.25,108832157,6641.96
25 Jan 11,5763.3,5801.55,5680.65,5687.4,126128667,7302.14
27 Jan 11,5725.3,5726.1,5594.95,5604.3,201496674,9182.79
